ds,producto,y
2024-06-22,Atún,11.000
2024-06-16,Salmón,14.000
2024-06-23,Atún,11.000
2024-06-19,Atún,14.000
2024-06-21,Merluza,22.000
2024-06-18,Merluza,12.000
2024-06-14,Atún,6.000
2024-06-17,Merluza,8.000
2024-06-17,Salmón,5.000
2024-06-15,Salmón,27.000
2024-06-16,Atún,8.000
2024-06-13,Atún,11.000
2024-06-19,Merluza,15.000
2024-06-20,Salmón,15.000
2024-06-11,Merluza,16.000
2024-06-20,Atún,19.000
2024-06-10,Merluza,10.000
2024-06-14,Salmón,4.000
2024-06-11,Salmón,10.000
2024-06-18,Atún,15.000
2024-06-16,Merluza,12.000
2024-06-11,Atún,7.000
2024-06-10,Salmón,15.000
2024-06-14,Merluza,2.000
2024-06-15,Atún,22.000
2024-06-08,Salmón,12.000
2024-06-08,Merluza,15.000
2024-06-10,Atún,2.000
2024-06-12,Atún,18.000
2024-06-15,Merluza,14.000
2024-06-07,Merluza,11.000
2024-06-06,Salmón,12.000
2024-06-13,Merluza,19.000
2024-06-09,Merluza,8.000
2024-06-05,Atún,18.000
2024-06-13,Salmón,15.000
2024-06-12,Salmón,7.000
2024-06-12,Merluza,17.000
2024-06-08,Atún,11.000
2024-06-04,Atún,5.000
2024-06-06,Atún,13.000
2024-06-01,Salmón,25.000
2024-06-09,Atún,4.000
2024-06-03,Atún,6.000
2024-06-02,Atún,9.000
2024-06-03,Merluza,9.000
2024-06-09,Salmón,10.000
2024-06-03,Salmón,20.000
2024-05-31,Merluza,14.000
2024-05-31,Salmón,19.000
2024-05-30,Salmón,15.000
2024-06-02,Merluza,12.000
2024-06-01,Merluza,14.000
2024-06-07,Salmón,5.000
2024-06-07,Atún,14.000
2024-06-06,Merluza,17.000
2024-05-31,Atún,10.000
2024-06-02,Salmón,11.000
2024-06-04,Salmón,10.000
2024-06-05,Salmón,17.000
2024-06-05,Merluza,1.000
2024-05-28,Merluza,19.000
2024-05-30,Atún,6.000
2024-06-04,Merluza,18.000
2024-05-29,Salmón,9.000
2024-05-29,Atún,5.000
2024-05-30,Merluza,15.000
2024-05-29,Merluza,4.000
2024-05-28,Atún,20.000
2024-05-26,Merluza,17.000
2024-05-25,Atún,21.000
2024-05-27,Merluza,19.000
2024-05-27,Salmón,11.000
2024-05-25,Salmón,20.000
2024-05-27,Atún,15.000
2024-05-24,Merluza,4.000
2024-06-01,Atún,5.000
2024-05-25,Merluza,10.000
2024-05-26,Salmón,5.000
2024-05-26,Atún,25.000
2024-05-24,Atún,15.000
2024-05-21,Merluza,18.000
2024-05-23,Merluza,12.000
2024-05-20,Salmón,4.000
2024-05-23,Atún,1.000
2024-05-28,Salmón,20.000
2024-05-22,Salmón,3.000
2024-05-18,Atún,20.000
2024-05-23,Salmón,2.000
2024-05-24,Salmón,13.000
2024-05-19,Atún,27.000
2024-05-22,Atún,20.000
2024-05-17,Atún,12.000
2024-05-21,Atún,11.000
2024-05-22,Merluza,13.000
2024-05-17,Salmón,18.000
2024-05-18,Salmón,30.000
2024-05-21,Salmón,6.000
2024-05-20,Merluza,10.000
2024-05-19,Salmón,18.000
2024-05-13,Atún,14.000
2024-05-16,Merluza,19.000
2024-05-19,Merluza,8.000
2024-05-20,Atún,17.000
2024-05-15,Merluza,15.000
2024-05-15,Atún,9.000
2024-05-12,Atún,25.000
2024-05-12,Salmón,13.000
2024-05-14,Merluza,18.000
2024-05-11,Merluza,30.000
2024-05-16,Atún,15.000
2024-05-14,Atún,20.000
2024-05-17,Merluza,17.000
2024-05-10,Salmón,16.000
2024-05-14,Salmón,14.000
2024-05-18,Merluza,9.000
2024-05-15,Salmón,2.000
2024-05-16,Salmón,21.000
2024-05-13,Merluza,2.000
2024-05-12,Merluza,15.000
2024-05-11,Salmón,19.000
2024-05-10,Merluza,0.000
2024-05-07,Atún,3.000
2024-05-06,Atún,8.000
2024-05-08,Atún,4.000
2024-05-13,Salmón,4.000
2024-05-08,Merluza,17.000
2024-05-08,Salmón,9.000
2024-05-07,Salmón,4.000
2024-05-05,Salmón,28.000
2024-05-07,Merluza,17.000
2024-05-09,Atún,15.000
2024-05-06,Salmón,2.000
2024-05-11,Atún,15.000
2024-05-10,Atún,0.000
2024-05-09,Salmón,19.000
2024-05-09,Merluza,8.000
2024-05-06,Merluza,7.000
2024-05-05,Merluza,13.000
2024-05-03,Atún,2.000
2024-05-03,Salmón,15.000
2024-05-02,Salmón,9.000
2024-05-05,Atún,19.000
2024-04-30,Merluza,15.000
2024-04-29,Salmón,3.000
2024-05-02,Merluza,4.000
2024-05-04,Merluza,27.000
2024-05-04,Salmón,17.000
2024-04-26,Merluza,17.000
2024-04-29,Atún,11.000
2024-05-03,Merluza,8.000
2024-04-27,Salmón,12.000
2024-05-04,Atún,5.000
2024-05-02,Atún,11.000
2024-04-30,Atún,7.000
2024-04-26,Atún,4.000
2024-04-24,Salmón,4.000
2024-05-01,Salmón,8.000
2024-05-01,Atún,11.000
2024-05-01,Merluza,10.000
2024-04-28,Salmón,29.000
2024-04-24,Merluza,10.000
2024-04-30,Salmón,15.000
2024-04-28,Atún,8.000
2024-04-28,Merluza,7.000
2024-04-29,Merluza,5.000
2024-04-27,Merluza,23.000
2024-04-20,Merluza,20.000
2024-04-23,Atún,14.000
2024-04-25,Merluza,16.000
2024-04-23,Salmón,14.000
2024-04-23,Merluza,10.000
2024-04-24,Atún,19.000
2024-04-27,Atún,19.000
2024-04-26,Salmón,5.000
2024-04-17,Atún,4.000
2024-04-20,Salmón,25.000
2024-04-22,Salmón,6.000
2024-04-25,Salmón,6.000
2024-04-21,Merluza,16.000
2024-04-25,Atún,11.000
2024-04-17,Merluza,5.000
2024-04-21,Atún,18.000
2024-04-22,Merluza,19.000
2024-04-14,Atún,23.000
2024-04-18,Salmón,11.000
2024-04-22,Atún,12.000
2024-04-21,Salmón,14.000
2024-04-17,Salmón,6.000
2024-04-15,Merluza,19.000
2024-04-19,Salmón,10.000
2024-04-18,Merluza,6.000
2024-04-19,Atún,8.000
2024-04-15,Atún,16.000
2024-04-16,Merluza,12.000
2024-04-19,Merluza,6.000
2024-04-16,Atún,3.000
2024-04-16,Salmón,20.000
2024-04-15,Salmón,0.000
2024-04-20,Atún,12.000
2024-04-18,Atún,1.000
2024-04-14,Merluza,6.000
2024-04-14,Salmón,24.000
